id,comp_bx,comp_by,comp_bz,comp_bt,lon_gsm,lat_gsm,density,speed,temperature
"{'date': '2019-11-06', 'time': '13:00:00'}",-0.58,1.18,-2.2,2.56,116.24,-59.2,4.17,397.8,26188.0
"{'date': '2019-11-06', 'time': '13:01:00'}",-0.56,1.69,-1.93,2.62,108.28,-47.32,5.88,407.0,43188.0
"{'date': '2019-11-06', 'time': '13:02:00'}",-0.35,1.98,-1.42,2.46,100.07,-35.14,4.93,401.7,34008.0
"{'date': '2019-11-06', 'time': '13:03:00'}",-0.65,1.74,-1.9,2.66,110.59,-45.65,3.09,391.2,23302.0
"{'date': '2019-11-06', 'time': '13:04:00'}",-1.45,1.16,-1.98,2.71,141.42,-46.91,5.62,407.4,47726.0
"{'date': '2019-11-06', 'time': '13:05:00'}",-1.58,1.06,-1.96,2.73,146.1,-45.89,5.49,399.2,46137.0
"{'date': '2019-11-06', 'time': '13:06:00'}",-1.95,0.93,-1.82,2.83,154.39,-40.22,4.14,393.1,33651.0
"{'date': '2019-11-06', 'time': '13:07:00'}",-1.53,0.97,-1.78,2.54,147.69,-44.45,3.99,392.5,32270.0
"{'date': '2019-11-06', 'time': '13:08:00'}",-2.56,0.42,-0.96,2.77,170.69,-20.2,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '13:09:00'}",-2.69,0.51,-0.82,2.86,169.21,-16.59,5.89,392.2,73960.0
"{'date': '2019-11-06', 'time': '13:10:00'}",-2.81,0.46,-0.54,2.9,170.66,-10.7,5.79,393.0,68870.0
"{'date': '2019-11-06', 'time': '13:11:00'}",-2.66,0.87,-0.26,2.81,161.89,-5.35,5.02,389.4,56425.0
"{'date': '2019-11-06', 'time': '13:12:00'}",-2.11,1.45,-0.88,2.7,145.55,-18.92,4.7,387.1,45781.0
"{'date': '2019-11-06', 'time': '13:13:00'}",-1.52,1.38,-1.74,2.69,137.73,-40.25,4.72,390.6,39015.0
"{'date': '2019-11-06', 'time': '13:14:00'}",-1.55,1.35,-1.68,2.66,139.0,-39.33,4.45,393.1,37096.0
"{'date': '2019-11-06', 'time': '13:15:00'}",-1.66,1.59,-1.37,2.67,136.21,-30.79,4.45,392.0,39418.0
"{'date': '2019-11-06', 'time': '13:16:00'}",-1.34,1.69,-1.57,2.66,128.35,-36.05,4.5,395.5,34414.0
"{'date': '2019-11-06', 'time': '13:17:00'}",-1.16,1.63,-1.74,2.65,125.3,-41.09,4.57,397.0,33224.0
"{'date': '2019-11-06', 'time': '13:18:00'}",-1.0,1.48,-1.93,2.63,124.02,-47.28,4.39,397.9,32474.0
"{'date': '2019-11-06', 'time': '13:19:00'}",-1.49,1.4,-1.68,2.65,136.73,-39.33,4.38,400.8,31877.0
"{'date': '2019-11-06', 'time': '13:20:00'}",-1.64,1.38,-1.56,2.65,139.86,-36.05,4.2,394.5,36780.0
"{'date': '2019-11-06', 'time': '13:21:00'}",-1.77,1.35,-1.51,2.69,142.79,-34.11,4.78,393.0,39123.0
"{'date': '2019-11-06', 'time': '13:22:00'}",-1.74,1.34,-1.56,2.7,142.37,-35.41,4.21,393.8,40417.0
"{'date': '2019-11-06', 'time': '13:23:00'}",-1.63,1.23,-1.7,2.66,143.02,-39.86,4.54,394.3,37108.0
"{'date': '2019-11-06', 'time': '13:24:00'}",-1.96,0.82,-1.71,2.73,157.25,-38.72,4.45,393.8,37836.0
"{'date': '2019-11-06', 'time': '13:25:00'}",-2.24,0.16,-1.26,2.58,175.92,-29.2,4.53,391.0,42049.0
"{'date': '2019-11-06', 'time': '13:26:00'}",-2.4,0.34,-1.0,2.62,171.94,-22.43,3.26,380.1,28766.0
"{'date': '2019-11-06', 'time': '13:27:00'}",-2.32,0.94,-1.04,2.71,157.95,-22.55,3.88,382.2,33761.0
"{'date': '2019-11-06', 'time': '13:28:00'}",-2.07,0.75,-1.47,2.64,160.07,-33.68,4.84,388.9,43885.0
"{'date': '2019-11-06', 'time': '13:29:00'}",-2.11,1.1,-1.54,2.84,152.47,-32.9,4.9,389.9,41172.0
"{'date': '2019-11-06', 'time': '13:30:00'}",-2.12,1.17,-1.51,2.86,151.02,-32.02,4.9,390.3,37770.0
"{'date': '2019-11-06', 'time': '13:31:00'}",-0.63,1.65,-1.61,2.39,110.99,-42.43,4.48,393.1,34758.0
"{'date': '2019-11-06', 'time': '13:32:00'}",-0.28,1.94,-1.4,2.41,98.14,-35.57,4.47,398.0,28719.0
"{'date': '2019-11-06', 'time': '13:33:00'}",-0.32,2.04,-1.36,2.47,98.96,-33.39,4.55,395.4,29177.0
"{'date': '2019-11-06', 'time': '13:34:00'}",-0.76,2.04,-1.3,2.54,110.3,-30.74,4.74,395.7,30759.0
"{'date': '2019-11-06', 'time': '13:35:00'}",-0.74,1.96,-1.45,2.55,110.71,-34.79,4.38,393.3,29333.0
"{'date': '2019-11-06', 'time': '13:36:00'}",-2.2,1.01,-1.17,2.69,155.25,-25.76,4.45,397.9,30215.0
"{'date': '2019-11-06', 'time': '13:37:00'}",-2.08,1.42,-0.98,2.71,145.67,-21.35,5.29,393.5,57045.0
"{'date': '2019-11-06', 'time': '13:38:00'}",-1.08,2.1,-1.05,2.58,117.26,-23.86,4.73,391.9,33954.0
"{'date': '2019-11-06', 'time': '13:39:00'}",-1.04,1.97,-1.32,2.59,117.86,-30.5,4.32,392.9,27704.0
"{'date': '2019-11-06', 'time': '13:40:00'}",-1.07,1.83,-1.57,2.64,120.46,-36.57,4.25,393.1,26987.0
"{'date': '2019-11-06', 'time': '13:41:00'}",-1.71,1.18,-1.72,2.7,145.39,-39.54,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '13:42:00'}",-1.95,1.02,-1.59,2.72,152.39,-35.78,4.57,390.7,35365.0
"{'date': '2019-11-06', 'time': '13:43:00'}",-1.82,1.09,-1.56,2.63,149.04,-36.22,4.89,391.8,40525.0
"{'date': '2019-11-06', 'time': '13:44:00'}",-1.85,1.37,-1.43,2.7,143.51,-31.89,4.89,392.1,39417.0
"{'date': '2019-11-06', 'time': '13:45:00'}",-2.12,1.04,-1.51,2.8,153.87,-32.58,4.9,391.0,39660.0
"{'date': '2019-11-06', 'time': '13:46:00'}",-2.15,0.75,-1.73,2.86,160.83,-37.36,4.19,385.0,36638.0
"{'date': '2019-11-06', 'time': '13:47:00'}",-1.88,0.44,-1.96,2.75,166.92,-45.33,2.4,376.3,19451.0
"{'date': '2019-11-06', 'time': '13:48:00'}",-1.8,0.21,-2.04,2.73,173.44,-48.44,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '13:49:00'}",-1.63,0.01,-1.98,2.56,179.6,-50.57,4.81,389.2,43857.0
"{'date': '2019-11-06', 'time': '13:50:00'}",-1.7,1.37,-1.22,2.5,141.2,-29.16,2.9,379.6,22572.0
"{'date': '2019-11-06', 'time': '13:51:00'}",-1.97,1.06,-1.36,2.62,151.66,-31.35,4.96,392.3,38013.0
"{'date': '2019-11-06', 'time': '13:52:00'}",-1.82,0.75,-1.58,2.52,157.57,-38.86,5.02,389.1,43456.0
"{'date': '2019-11-06', 'time': '13:53:00'}",-1.75,0.88,-1.56,2.51,153.38,-38.59,2.04,377.5,24627.0
"{'date': '2019-11-06', 'time': '13:54:00'}",-1.99,0.67,-1.53,2.6,161.38,-35.96,4.82,387.2,41239.0
"{'date': '2019-11-06', 'time': '13:55:00'}",-2.09,0.95,-1.09,2.55,155.49,-25.43,4.77,388.7,45065.0
"{'date': '2019-11-06', 'time': '13:56:00'}",-2.07,0.99,-1.01,2.51,154.44,-23.76,4.96,392.4,42529.0
"{'date': '2019-11-06', 'time': '13:57:00'}",-2.06,0.51,-1.51,2.6,166.03,-35.39,4.75,393.4,50419.0
"{'date': '2019-11-06', 'time': '13:58:00'}",-1.9,-0.17,-1.49,2.42,185.18,-37.89,4.55,392.3,47547.0
"{'date': '2019-11-06', 'time': '13:59:00'}",-1.42,-0.23,-1.86,2.35,189.29,-52.28,4.35,391.4,40846.0
"{'date': '2019-11-06', 'time': '14:00:00'}",-1.4,0.02,-1.99,2.43,179.14,-54.95,5.06,394.2,45653.0
"{'date': '2019-11-06', 'time': '14:01:00'}",-0.98,-0.45,-2.17,2.42,204.6,-63.7,5.12,395.0,44104.0
"{'date': '2019-11-06', 'time': '14:02:00'}",-0.78,-0.42,-2.2,2.37,208.5,-68.03,4.31,391.7,34372.0
"{'date': '2019-11-06', 'time': '14:03:00'}",-0.63,-0.41,-2.02,2.15,212.84,-69.52,4.95,393.2,42866.0
"{'date': '2019-11-06', 'time': '14:04:00'}",-0.57,-0.59,-2.06,2.22,225.77,-68.28,5.56,396.8,52157.0
"{'date': '2019-11-06', 'time': '14:05:00'}",-0.64,-0.45,-2.23,2.36,215.25,-70.77,4.72,392.6,37036.0
"{'date': '2019-11-06', 'time': '14:06:00'}",-0.9,-0.06,-2.17,2.35,184.09,-67.35,4.33,392.1,38885.0
"{'date': '2019-11-06', 'time': '14:07:00'}",-0.85,0.34,-2.26,2.44,158.01,-68.02,4.64,390.6,37480.0
"{'date': '2019-11-06', 'time': '14:08:00'}",-0.88,-0.3,-2.44,2.61,199.03,-69.17,4.03,391.3,33529.0
"{'date': '2019-11-06', 'time': '14:09:00'}",-1.22,0.13,-2.44,2.73,173.98,-63.33,4.3,392.0,36541.0
"{'date': '2019-11-06', 'time': '14:10:00'}",-1.14,0.05,-2.31,2.58,177.69,-63.69,4.26,392.9,37152.0
"{'date': '2019-11-06', 'time': '14:11:00'}",-1.11,0.1,-2.3,2.55,175.0,-64.03,4.41,395.1,37177.0
"{'date': '2019-11-06', 'time': '14:12:00'}",-1.43,0.16,-2.1,2.54,173.77,-55.58,4.38,394.1,37301.0
"{'date': '2019-11-06', 'time': '14:13:00'}",-1.62,0.25,-2.09,2.65,171.21,-51.93,4.36,393.6,37341.0
"{'date': '2019-11-06', 'time': '14:14:00'}",-1.81,0.09,-1.88,2.61,177.16,-46.08,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '14:15:00'}",-1.57,0.24,-1.69,2.32,171.21,-46.74,4.35,393.9,39106.0
"{'date': '2019-11-06', 'time': '14:16:00'}",-1.76,0.41,-1.67,2.46,166.81,-42.64,4.34,392.0,37240.0
"{'date': '2019-11-06', 'time': '14:17:00'}",-1.74,0.43,-1.65,2.44,166.25,-42.63,4.43,391.4,38343.0
"{'date': '2019-11-06', 'time': '14:18:00'}",-1.66,0.5,-1.39,2.22,163.18,-38.59,4.67,391.2,40809.0
"{'date': '2019-11-06', 'time': '14:19:00'}",-1.77,0.67,-1.43,2.37,159.43,-37.09,4.1,386.1,33642.0
"{'date': '2019-11-06', 'time': '14:20:00'}",-1.7,0.67,-1.33,2.26,158.56,-36.03,3.39,386.1,34030.0
"{'date': '2019-11-06', 'time': '14:21:00'}",-1.68,0.69,-1.17,2.16,157.63,-32.87,6.25,400.9,65300.0
"{'date': '2019-11-06', 'time': '14:22:00'}",-1.61,0.85,-0.86,2.01,152.19,-25.22,3.9,390.2,33503.0
"{'date': '2019-11-06', 'time': '14:23:00'}",-1.47,0.82,-0.61,1.79,150.78,-19.92,3.83,385.5,27102.0
"{'date': '2019-11-06', 'time': '14:24:00'}",-1.49,0.81,-0.45,1.76,151.37,-14.95,5.9,400.0,60619.0
"{'date': '2019-11-06', 'time': '14:25:00'}",-1.42,0.79,-0.6,1.74,150.77,-20.39,5.39,394.0,45284.0
"{'date': '2019-11-06', 'time': '14:26:00'}",-1.21,0.77,-1.42,2.02,147.53,-44.69,3.09,383.6,26520.0
"{'date': '2019-11-06', 'time': '14:27:00'}",-1.2,0.99,-1.75,2.34,140.42,-48.31,6.16,402.6,66917.0
"{'date': '2019-11-06', 'time': '14:28:00'}",-1.13,1.08,-1.64,2.26,136.28,-46.53,5.97,403.4,68563.0
"{'date': '2019-11-06', 'time': '14:29:00'}",-1.12,0.92,-1.88,2.38,140.69,-52.27,5.07,397.1,46899.0
"{'date': '2019-11-06', 'time': '14:30:00'}",-1.69,1.29,-1.46,2.58,142.65,-34.45,4.69,395.3,44390.0
"{'date': '2019-11-06', 'time': '14:31:00'}",-1.45,1.28,-1.99,2.77,138.59,-45.92,4.72,394.8,45738.0
"{'date': '2019-11-06', 'time': '14:32:00'}",-1.83,1.56,-1.27,2.72,139.66,-27.83,5.19,393.9,44275.0
"{'date': '2019-11-06', 'time': '14:33:00'}",-2.72,1.17,-0.55,3.01,156.83,-10.56,5.45,391.9,48086.0
"{'date': '2019-11-06', 'time': '14:34:00'}",-3.0,1.06,-0.46,3.22,160.58,-8.3,5.11,389.1,52577.0
"{'date': '2019-11-06', 'time': '14:35:00'}",-3.04,1.21,-0.32,3.28,158.33,-5.59,4.91,387.3,50000.0
"{'date': '2019-11-06', 'time': '14:36:00'}",-3.0,1.37,-0.85,3.41,155.45,-14.49,4.99,386.0,45080.0
"{'date': '2019-11-06', 'time': '14:37:00'}",-2.83,1.69,-0.86,3.41,149.15,-14.58,5.03,385.1,43639.0
"{'date': '2019-11-06', 'time': '14:38:00'}",-2.83,1.77,-0.56,3.38,148.02,-9.44,5.28,385.2,41725.0
"{'date': '2019-11-06', 'time': '14:39:00'}",-2.9,1.74,-0.57,3.43,149.02,-9.53,4.78,386.3,44249.0
"{'date': '2019-11-06', 'time': '14:40:00'}",-2.9,1.78,-0.48,3.43,148.51,-8.11,5.2,385.6,41820.0
"{'date': '2019-11-06', 'time': '14:41:00'}",-2.97,1.64,-0.56,3.44,151.12,-9.38,4.96,385.9,48145.0
"{'date': '2019-11-06', 'time': '14:42:00'}",-2.89,1.68,-0.29,3.35,149.76,-4.9,5.31,386.3,45503.0
"{'date': '2019-11-06', 'time': '14:43:00'}",-2.65,1.95,-0.42,3.31,143.67,-7.26,4.52,387.6,39374.0
"{'date': '2019-11-06', 'time': '14:44:00'}",-2.67,1.78,-0.45,3.24,146.32,-7.98,5.03,386.8,42395.0
"{'date': '2019-11-06', 'time': '14:45:00'}",-2.6,1.71,-0.64,3.18,146.73,-11.68,5.05,386.2,45452.0
"{'date': '2019-11-06', 'time': '14:46:00'}",-2.24,1.53,-1.41,3.06,145.67,-27.55,4.97,386.1,46217.0
"{'date': '2019-11-06', 'time': '14:47:00'}",-1.87,1.45,-1.84,3.0,142.21,-37.97,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '14:48:00'}",-1.99,1.5,-1.88,3.12,143.13,-36.97,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '14:49:00'}",-2.08,1.48,-1.84,3.14,144.46,-35.8,3.98,386.0,30630.0
"{'date': '2019-11-06', 'time': '14:50:00'}",-2.14,1.37,-1.85,3.15,147.42,-36.0,4.16,386.4,36928.0
"{'date': '2019-11-06', 'time': '14:51:00'}",-2.2,1.51,-1.72,3.18,145.48,-32.78,5.12,392.1,53128.0
"{'date': '2019-11-06', 'time': '14:52:00'}",-2.12,1.44,-1.89,3.18,145.87,-36.5,4.54,387.9,37263.0
"{'date': '2019-11-06', 'time': '14:53:00'}",-2.12,1.32,-1.85,3.11,148.1,-36.42,4.55,388.5,37591.0
"{'date': '2019-11-06', 'time': '14:54:00'}",-1.89,1.71,-1.54,2.98,137.93,-31.18,4.74,387.9,36882.0
"{'date': '2019-11-06', 'time': '14:55:00'}",-1.72,2.01,-1.32,2.95,130.56,-26.49,4.4,389.0,34424.0
"{'date': '2019-11-06', 'time': '14:56:00'}",-1.89,1.96,-1.49,3.1,133.99,-28.73,2.8,377.9,17777.0
"{'date': '2019-11-06', 'time': '14:57:00'}",-1.89,1.84,-1.57,3.07,135.88,-30.82,4.62,389.1,36983.0
"{'date': '2019-11-06', 'time': '14:58:00'}",-2.12,1.89,-1.6,3.26,138.3,-29.42,4.71,389.8,35249.0
"{'date': '2019-11-06', 'time': '14:59:00'}",-2.06,1.89,-1.64,3.25,137.49,-30.4,4.63,388.8,36846.0
"{'date': '2019-11-06', 'time': '15:00:00'}",-2.05,1.78,-1.6,3.15,138.96,-30.51,6.18,395.6,54636.0
"{'date': '2019-11-06', 'time': '15:01:00'}",-1.97,1.69,-1.66,3.08,139.32,-32.62,5.1,390.5,41312.0
"{'date': '2019-11-06', 'time': '15:02:00'}",-1.9,1.69,-1.54,2.97,138.42,-31.14,4.13,383.8,27582.0
"{'date': '2019-11-06', 'time': '15:03:00'}",-1.79,1.65,-1.48,2.85,137.32,-31.34,5.15,389.2,42311.0
"{'date': '2019-11-06', 'time': '15:04:00'}",-1.88,1.68,-1.46,2.92,138.25,-30.06,5.77,393.1,49513.0
"{'date': '2019-11-06', 'time': '15:05:00'}",-2.25,1.89,-0.13,2.94,139.99,-2.56,4.87,387.7,36959.0
"{'date': '2019-11-06', 'time': '15:06:00'}",-2.43,1.84,-0.28,3.06,142.88,-5.33,4.51,384.7,33659.0
"{'date': '2019-11-06', 'time': '15:07:00'}",-2.28,1.82,-0.67,2.99,141.47,-12.95,5.23,387.6,42484.0
"{'date': '2019-11-06', 'time': '15:08:00'}",-2.37,1.54,-0.88,2.96,147.03,-17.35,5.24,387.6,45038.0
"{'date': '2019-11-06', 'time': '15:09:00'}",-2.42,1.33,-1.14,2.99,151.3,-22.41,5.42,386.9,45668.0
"{'date': '2019-11-06', 'time': '15:10:00'}",-2.05,1.84,-0.58,2.82,138.18,-11.97,5.31,387.2,47877.0
"{'date': '2019-11-06', 'time': '15:11:00'}",-1.75,2.14,0.0,2.77,129.36,0.07,5.32,390.1,40545.0
"{'date': '2019-11-06', 'time': '15:12:00'}",-2.25,1.79,-0.71,2.96,141.47,-13.84,4.9,389.6,39976.0
"{'date': '2019-11-06', 'time': '15:13:00'}",-2.36,1.53,-1.05,3.01,147.08,-20.5,5.42,387.7,44368.0
"{'date': '2019-11-06', 'time': '15:14:00'}",-2.47,1.54,-1.03,3.09,148.12,-19.57,5.24,385.6,46524.0
"{'date': '2019-11-06', 'time': '15:15:00'}",-2.37,1.68,-1.07,3.09,144.65,-20.21,5.46,386.2,42885.0
"{'date': '2019-11-06', 'time': '15:16:00'}",-2.43,1.74,-0.7,3.07,144.48,-13.1,5.11,386.8,43123.0
"{'date': '2019-11-06', 'time': '15:17:00'}",-2.34,1.67,-1.11,3.08,144.43,-21.17,5.21,387.6,41478.0
"{'date': '2019-11-06', 'time': '15:18:00'}",-2.01,1.64,-1.85,3.19,140.82,-35.57,4.99,388.8,40543.0
"{'date': '2019-11-06', 'time': '15:19:00'}",-2.54,1.74,-1.21,3.31,145.55,-21.47,4.82,389.3,40486.0
"{'date': '2019-11-06', 'time': '15:20:00'}",-2.58,1.82,-1.2,3.38,144.8,-20.81,5.19,387.2,40707.0
"{'date': '2019-11-06', 'time': '15:21:00'}",-2.45,1.71,-1.11,3.19,145.12,-20.41,5.02,386.8,42268.0
"{'date': '2019-11-06', 'time': '15:22:00'}",-2.37,1.82,0.01,2.98,142.51,0.12,4.96,386.5,42694.0
"{'date': '2019-11-06', 'time': '15:23:00'}",-2.66,1.95,-0.69,3.37,143.74,-11.88,5.12,387.2,41106.0
"{'date': '2019-11-06', 'time': '15:24:00'}",-2.78,1.93,-0.92,3.51,145.28,-15.14,4.97,387.0,43993.0
"{'date': '2019-11-06', 'time': '15:25:00'}",-2.52,1.9,-1.24,3.39,142.99,-21.49,5.18,386.0,44302.0
"{'date': '2019-11-06', 'time': '15:26:00'}",-2.27,2.01,-1.63,3.44,138.51,-28.29,4.82,391.6,44101.0
"{'date': '2019-11-06', 'time': '15:27:00'}",-2.52,1.91,-1.34,3.44,142.86,-22.97,5.07,390.0,40801.0
"{'date': '2019-11-06', 'time': '15:28:00'}",-2.71,1.94,-0.98,3.47,144.44,-16.44,4.97,384.1,49905.0
"{'date': '2019-11-06', 'time': '15:29:00'}",-2.44,2.17,-1.25,3.5,138.3,-20.91,5.08,385.4,41335.0
"{'date': '2019-11-06', 'time': '15:30:00'}",-2.38,2.16,-1.3,3.47,137.79,-22.03,5.11,386.4,47311.0
"{'date': '2019-11-06', 'time': '15:31:00'}",-2.61,2.05,-0.98,3.46,141.8,-16.45,5.38,384.8,43859.0
"{'date': '2019-11-06', 'time': '15:32:00'}",-2.51,2.13,-1.04,3.45,139.74,-17.49,5.07,387.4,44058.0
"{'date': '2019-11-06', 'time': '15:33:00'}",-2.57,2.1,-0.91,3.44,140.72,-15.33,5.25,386.9,43874.0
"{'date': '2019-11-06', 'time': '15:34:00'}",-2.7,2.33,-0.9,3.68,139.23,-14.13,5.09,386.2,42711.0
"{'date': '2019-11-06', 'time': '15:35:00'}",-2.75,2.24,-1.05,3.7,140.86,-16.48,5.22,385.7,41652.0
"{'date': '2019-11-06', 'time': '15:36:00'}",-2.78,2.27,-0.81,3.68,140.66,-12.76,5.24,385.3,42742.0
"{'date': '2019-11-06', 'time': '15:37:00'}",-2.64,2.3,-1.01,3.64,138.96,-16.07,5.15,385.1,41917.0
"{'date': '2019-11-06', 'time': '15:38:00'}",-2.76,2.19,-0.91,3.64,141.51,-14.52,5.28,384.2,40621.0
"{'date': '2019-11-06', 'time': '15:39:00'}",-2.52,2.43,-1.03,3.65,136.06,-16.42,5.24,383.5,41576.0
"{'date': '2019-11-06', 'time': '15:40:00'}",-2.33,2.65,-0.95,3.65,131.32,-15.05,5.24,385.5,37057.0
"{'date': '2019-11-06', 'time': '15:41:00'}",-2.4,2.62,-0.9,3.67,132.59,-14.25,5.0,385.4,37814.0
"{'date': '2019-11-06', 'time': '15:42:00'}",-2.62,2.39,-0.93,3.66,137.63,-14.74,5.38,384.1,39188.0
"{'date': '2019-11-06', 'time': '15:43:00'}",-2.62,2.65,-0.87,3.82,134.68,-13.23,5.05,383.5,41913.0
"{'date': '2019-11-06', 'time': '15:44:00'}",-2.66,2.71,-0.92,3.9,134.48,-13.64,4.97,384.5,36327.0
"{'date': '2019-11-06', 'time': '15:45:00'}",-2.59,2.72,-0.93,3.87,133.64,-13.84,4.59,385.2,37671.0
"{'date': '2019-11-06', 'time': '15:46:00'}",-2.53,2.77,-0.81,3.83,132.38,-12.16,5.02,385.4,36348.0
"{'date': '2019-11-06', 'time': '15:47:00'}",-2.71,2.75,-0.77,3.94,134.63,-11.29,4.53,386.8,35783.0
"{'date': '2019-11-06', 'time': '15:48:00'}",-2.54,2.74,-0.68,3.8,132.81,-10.28,4.75,386.0,36540.0
"{'date': '2019-11-06', 'time': '15:49:00'}",-2.46,2.73,-0.57,3.72,132.01,-8.77,4.78,384.7,39317.0
"{'date': '2019-11-06', 'time': '15:50:00'}",-2.5,2.76,-0.59,3.77,132.15,-8.97,4.78,385.5,37550.0
"{'date': '2019-11-06', 'time': '15:51:00'}",999999999.0,999999999.0,999999999.0,999999999.0,999999999.0,999999999.0,4.71,387.8,41732.0
"{'date': '2019-11-06', 'time': '15:52:00'}",-2.59,2.88,-0.7,3.94,131.92,-10.29,4.63,388.9,46190.0
"{'date': '2019-11-06', 'time': '15:53:00'}",-2.52,2.87,-0.74,3.9,131.26,-11.0,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '15:54:00'}",-2.48,2.78,-0.86,3.82,131.66,-12.96,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '15:55:00'}",-2.84,2.49,-0.8,3.86,138.78,-12.01,5.33,391.3,60608.0
"{'date': '2019-11-06', 'time': '15:56:00'}",-2.53,2.78,-0.87,3.86,132.29,-13.05,4.28,381.0,34293.0
"{'date': '2019-11-06', 'time': '15:57:00'}",-2.34,3.05,-0.8,3.93,127.52,-11.74,5.2,391.5,57273.0
"{'date': '2019-11-06', 'time': '15:58:00'}",-2.41,2.9,-0.95,3.89,129.82,-14.18,5.38,389.9,51609.0
"{'date': '2019-11-06', 'time': '15:59:00'}",-2.5,2.65,-1.01,3.78,133.31,-15.42,3.02,376.8,20932.0
"{'date': '2019-11-06', 'time': '16:00:00'}",-2.58,2.76,-0.85,3.87,133.09,-12.76,5.99,390.1,53295.0
"{'date': '2019-11-06', 'time': '16:01:00'}",-2.48,2.8,-0.79,3.82,131.6,-11.92,4.93,386.9,46479.0
"{'date': '2019-11-06', 'time': '16:02:00'}",-2.46,2.76,-1.01,3.83,131.67,-15.3,4.06,380.4,24487.0
"{'date': '2019-11-06', 'time': '16:03:00'}",-2.44,2.69,-1.24,3.84,132.2,-18.92,4.89,386.4,40825.0
"{'date': '2019-11-06', 'time': '16:04:00'}",-2.35,2.75,-1.08,3.78,130.5,-16.66,5.39,386.4,41014.0
"{'date': '2019-11-06', 'time': '16:05:00'}",-2.36,2.6,-1.36,3.76,132.2,-21.15,4.98,386.2,38471.0
"{'date': '2019-11-06', 'time': '16:06:00'}",-2.39,2.61,-1.33,3.78,132.53,-20.63,4.78,384.9,32987.0
"{'date': '2019-11-06', 'time': '16:07:00'}",-2.49,2.58,-1.33,3.83,134.08,-20.42,4.88,386.3,39497.0
"{'date': '2019-11-06', 'time': '16:08:00'}",-2.46,2.53,-1.24,3.74,134.16,-19.31,5.1,386.9,44233.0
"{'date': '2019-11-06', 'time': '16:09:00'}",-2.38,2.67,-1.21,3.78,131.73,-18.62,5.05,385.5,40243.0
"{'date': '2019-11-06', 'time': '16:10:00'}",-2.44,2.59,-1.19,3.76,133.32,-18.53,4.97,385.3,39202.0
"{'date': '2019-11-06', 'time': '16:11:00'}",-2.55,2.44,-1.27,3.75,136.3,-19.83,5.04,385.2,39355.0
"{'date': '2019-11-06', 'time': '16:12:00'}",-2.5,2.33,-1.23,3.63,137.08,-19.84,4.75,384.6,37005.0
"{'date': '2019-11-06', 'time': '16:13:00'}",-2.52,2.38,-0.96,3.6,136.64,-15.52,5.21,386.4,41653.0
"{'date': '2019-11-06', 'time': '16:14:00'}",-2.45,2.49,-0.99,3.63,134.56,-15.89,4.86,385.2,40355.0
"{'date': '2019-11-06', 'time': '16:15:00'}",-2.48,2.41,-1.0,3.6,135.81,-16.08,5.24,386.1,41190.0
"{'date': '2019-11-06', 'time': '16:16:00'}",-2.61,2.16,-0.12,3.39,140.32,-1.94,4.03,380.8,26611.0
"{'date': '2019-11-06', 'time': '16:17:00'}",-2.6,2.4,-0.34,3.55,137.31,-5.46,5.67,384.8,43181.0
"{'date': '2019-11-06', 'time': '16:18:00'}",-2.51,2.43,-0.48,3.52,135.97,-7.88,5.18,388.1,46222.0
"{'date': '2019-11-06', 'time': '16:19:00'}",-2.47,2.47,-0.68,3.56,135.07,-11.05,2.73,375.9,21002.0
"{'date': '2019-11-06', 'time': '16:20:00'}",-2.33,2.59,-0.6,3.54,131.93,-9.77,5.48,392.2,62711.0
"{'date': '2019-11-06', 'time': '16:21:00'}",-2.42,2.52,-0.71,3.56,133.88,-11.56,5.63,391.5,53396.0
"{'date': '2019-11-06', 'time': '16:22:00'}",-2.52,2.32,-0.81,3.52,137.29,-13.24,3.93,380.1,30726.0
"{'date': '2019-11-06', 'time': '16:23:00'}",-2.65,2.21,-1.07,3.61,140.25,-17.2,5.5,384.8,53434.0
"{'date': '2019-11-06', 'time': '16:24:00'}",-2.62,2.32,-1.12,3.67,138.4,-17.82,6.05,388.3,61487.0
"{'date': '2019-11-06', 'time': '16:25:00'}",-2.77,2.11,-1.19,3.68,142.8,-18.88,4.8,384.3,46610.0
"{'date': '2019-11-06', 'time': '16:26:00'}",-2.63,2.15,-1.13,3.58,140.77,-18.34,2.48,370.2,16961.0
"{'date': '2019-11-06', 'time': '16:27:00'}",-2.43,2.43,-0.94,3.56,134.91,-15.23,3.31,377.2,28737.0
"{'date': '2019-11-06', 'time': '16:28:00'}",-2.8,2.07,-1.24,3.7,143.51,-19.54,5.22,390.8,51290.0
"{'date': '2019-11-06', 'time': '16:29:00'}",-2.85,1.9,-1.34,3.68,146.29,-21.27,5.16,382.1,36880.0
